SKU,UOM,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
3844636,Eaches,238,238,212,255,102,17,244,292,187,111,198,132
3844644,Eaches,298,43,326,115,360,234,85,314,369,88,305,161
3844651,Eaches,29,218,15,269,326,127,276,212,151,277,79,262
3844669,Eaches,2,43,306,58,224,332,239,336,80,300,218,38
3844677,Eaches,183,157,299,116,36,17,79,129,28,60,264,253
3844685,Eaches,68,112,214,235,24,13,12,101,46,143,192,244
3844693,Eaches,107,151,167,96,222,125,179,13,161,208,150,35
3844701,Eaches,84,106,102,190,120,252,268,86,185,130,242,266
3844719,Eaches,2,57,176,220,78,83,149,80,160,143,140,171
3844727,Eaches,371,340,206,331,185,439,227,287,382,4,44,12
3844743,Eaches,206,2,408,91,216,419,152,401,217,166,387,151
3844750,Eaches,385,171,196,408,363,33,20,388,412,369,435,313
3844768,Eaches,131,56,60,102,121,293,230,97,162,241,316,235
3844776,Eaches,73,153,244,181,348,147,339,177,54,48,300,97
3844784,Eaches,99,94,165,92,152,216,42,177,46,283,250,291
3844792,Eaches,107,54,88,337,131,289,165,252,301,36,275,83
3844800,Eaches,321,126,174,121,191,255,197,241,213,195,56,306
3844859,Eaches,180,46,124,45,57,65,229,165,284,292,203,228
3844867,Eaches,148,176,57,184,276,237,84,325,49,37,128,163
3844875,Eaches,55,5,139,37,195,94,93,66,128,226,36,229
3844909,Eaches,67,136,160,124,126,41,219,166,31,172,68,33
3844917,Eaches,71,193,409,508,217,266,174,217,338,288,392,77
3844933,Eaches,373,107,125,48,380,84,362,296,276,223,326,246
3844941,Eaches,43,149,183,132,105,269,62,85,12,310,214,185
3844966,Eaches,218,1,198,33,155,107,247,296,176,234,206,17
3844974,Eaches,56,63,193,274,156,64,212,252,98,216,212,266
3844982,Eaches,133,18,268,109,120,3,317,238,292,58,61,128
3845005,Eaches,270,146,217,210,329,125,261,135,125,295,77,245
3845047,Eaches,2,3,1,2,2,3,1,2,3,0,2,1
3845088,Eaches,102,99,4,158,170,162,66,73,138,121,117,92
3845096,Eaches,41,90,186,103,143,100,173,173,21,115,207,151
3845104,Eaches,138,226,184,204,134,184,82,206,108,173,219,18
3845112,Eaches,524,378,636,569,129,312,81,277,590,624,695,160
3845120,Eaches,103,212,140,49,151,228,343,32,128,129,18,4
3845138,Eaches,232,37,16,163,173,170,259,166,250,218,173,313
3845153,Eaches,47,182,132,196,6,41,77,63,53,167,170,165
3845179,Eaches,3,53,237,305,188,226,158,208,283,203,204,269
3845195,Eaches,167,119,98,68,218,186,102,88,181,7,157,124
3845211,Eaches,772,26,58,178,403,644,406,1013,103,326,367,614
3845237,Eaches,133,262,101,262,142,97,156,124,43,203,82,76
3845252,Eaches,11,88,377,134,173,348,292,80,262,135,318,67
3845294,Eaches,47,356,91,210,139,82,406,118,101,307,280,213
3845310,Eaches,285,508,120,209,497,25,150,525,399,328,416,263
3845336,Eaches,8,407,45,140,168,393,165,156,402,223,60,10
3845351,Eaches,52,341,302,288,362,211,32,33,335,138,209,119
3845377,Eaches,167,291,199,143,377,27,90,76,246,441,33,212
3845385,Eaches,270,292,353,364,226,170,422,274,392,142,179,61
3845393,Eaches,51,16,264,212,21,148,236,99,174,134,51,267
3845419,Eaches,173,275,424,65,82,314,390,156,82,4,128,205
3845427,Eaches,416,220,395,150,442,413,129,356,18,28,300,339
3845435,Eaches,290,18,235,181,117,102,51,64,38,155,304,132
3845500,Eaches,91,206,163,46,166,295,53,79,282,173,154,160
3848827,Eaches,181,154,207,198,293,53,227,75,260,230,197,182
3850476,Eaches,416,182,438,519,308,84,572,414,563,573,145,443
3850609,Eaches,1395,1527,59,354,79,290,616,195,883,333,236,638
3850617,Eaches,350,1275,1525,883,1262,943,932,201,16,438,585,387
3850625,Eaches,1293,414,772,432,146,881,493,746,815,1210,1000,759
3850633,Eaches,456,1246,19,857,687,1517,134,1233,1080,17,1269,275
3850641,Eaches,263,671,478,918,334,256,770,1040,409,318,370,329
3850658,Eaches,805,367,847,378,516,748,1112,751,75,200,551,909
3850666,Eaches,121,206,1074,319,462,805,1229,503,794,1047,943,1099
3850674,Eaches,952,943,818,238,981,815,589,166,374,176,943,872
3850682,Eaches,209,189,723,453,478,471,587,420,100,239,515,620
3850690,Eaches,1065,556,595,363,458,851,404,909,773,415,196,695
3850708,Eaches,592,150,325,176,199,942,174,528,950,544,575,258
3850716,Eaches,202,283,107,648,517,187,148,438,84,73,397,246
3850781,Eaches,37,129,120,135,108,271,156,114,188,112,192,119
3850799,Eaches,137,68,191,121,88,209,42,330,77,227,236,264
3850807,Eaches,29,146,112,80,160,100,185,222,134,64,188,114
3850823,Eaches,145,34,337,543,33,623,469,449,182,375,473,152
3852019,Eaches,281,358,440,362,429,369,182,403,92,493,160,280
3852027,Eaches,274,289,480,114,150,485,59,194,349,456,261,217
3852035,Eaches,369,361,54,379,199,195,87,120,154,138,2,417
3852043,Eaches,84,378,342,349,462,432,174,375,182,138,149,444
3852050,Eaches,202,636,216,530,565,468,30,331,542,187,647,319
3852191,Eaches,298,307,22,122,89,338,98,295,475,474,243,328
3852753,Eaches,214,62,203,269,148,141,168,77,4,222,28,83
3860001,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
3860015,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
3860016,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
3860017,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
3860019,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
3860021,Eaches,0,0,0,0,0,1,0,1,1,0,1,1
3860022,Eaches,0,0,1,0,1,0,0,1,0,1,1,0
3860023,Eaches,1,1,1,1,1,0,0,0,1,0,0,1
3860024,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
3860025,Eaches,0,0,1,0,1,1,1,0,1,1,0,1
3860026,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
3860027,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
3860028,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
3860029,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
3860030,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
3860031,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
3860032,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
3860434,Eaches,1154,2653,827,2748,2116,1772,383,2672,482,1657,2316,2458
3860442,Eaches,1,513,358,1253,139,703,864,1132,640,1546,576,422
3860459,Eaches,1485,628,1156,1373,98,1308,33,1049,1181,1519,1208,806
3860483,Eaches,741,526,160,397,1039,395,801,719,127,435,1157,1153
3860491,Eaches,244,837,195,849,42,991,357,999,922,762,1053,284
3860509,Eaches,583,603,508,450,215,777,522,745,474,34,213,161
3860657,Eaches,292,385,316,71,47,322,376,550,280,420,13,86
3870001,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
3870003,Eaches,482,72,69,76,69,358,35,311,0,478,69,125
3870009,Eaches,33,455,94,176,368,167,412,177,556,213,147,504
3870010,Eaches,7,72,47,208,198,249,50,290,533,10,87,100
3870011,Eaches,688,237,779,288,123,771,346,596,35,672,424,609
3870012,Eaches,352,654,548,291,297,406,72,658,358,667,612,130
3870013,Eaches,157,89,40,306,187,78,39,21,6,118,419,2
3870015,Eaches,46,61,134,100,80,130,59,2,64,64,111,112
3870016,Eaches,93,104,81,139,58,179,66,33,37,27,74,28
3870017,Eaches,62,78,72,31,55,2,1,91,54,21,51,13
3870018,Eaches,95,15,21,63,23,77,40,47,44,73,12,80
3870020,Eaches,159,421,285,253,72,0,34,337,146,7,215,331
3870021,Eaches,101,145,176,359,62,391,5,276,245,240,250,271
3870022,Eaches,167,5,295,417,352,203,100,308,396,47,467,299
3870023,Eaches,234,155,117,16,208,56,207,195,199,163,13,182
3870025,Eaches,45,82,36,126,19,87,14,52,91,70,85,27
3870026,Eaches,147,163,118,15,153,60,178,127,134,102,168,57
3870027,Eaches,74,92,33,113,152,41,88,75,58,1,57,165
3870028,Eaches,15,2,22,140,72,58,132,60,31,48,125,153
3870029,Eaches,955,49,450,67,22,938,981,548,389,1199,370,586
3870037,Eaches,286,268,166,159,43,458,52,451,290,464,382,169
3870041,Eaches,480,114,374,186,31,295,296,448,28,468,305,317
3870049,Eaches,265,122,278,271,261,8,276,159,269,16,243,217
3870050,Eaches,269,198,172,91,67,87,277,133,139,15,99,12
3870051,Eaches,319,426,229,223,39,347,115,363,74,342,300,217
3870052,Eaches,935,857,1022,1010,1396,1119,171,422,466,155,516,1542
3870053,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
3870054,Eaches,443,63,257,318,224,34,297,58,127,199,346,126
3870055,Eaches,57,300,91,18,322,47,81,510,248,41,49,382
3870056,Eaches,387,205,436,38,549,510,185,546,538,158,298,606
3870057,Eaches,158,8,468,101,96,253,513,221,540,139,499,321
3870058,Eaches,423,461,95,365,383,343,419,281,293,426,354,310
3870059,Eaches,168,466,346,109,227,75,354,346,101,325,125,303
3870061,Eaches,221,168,144,95,359,222,37,249,368,273,360,232
3870062,Eaches,156,268,136,12,168,404,339,133,133,18,225,454
3870064,Eaches,154,134,269,392,61,282,138,263,145,365,36,390
3870065,Eaches,0,1,1,0,0,0,1,0,1,0,1,0
3870068,Eaches,74,29,14,35,11,52,36,47,54,19,68,70
3870069,Eaches,20,19,25,14,0,16,72,57,55,73,30,70
3870070,Eaches,9,376,240,418,8,303,163,201,354,200,110,53
3870071,Eaches,196,179,80,274,521,513,94,559,87,5,446,154
3870072,Eaches,82,356,172,47,107,86,126,341,77,72,361,211
3870075,Eaches,0,1,2,1,1,1,0,0,1,1,0,0
3870076,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
3870077,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
3870079,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
3870169,Eaches,160,320,182,134,35,154,101,252,211,338,237,28
3870177,Eaches,82,127,191,168,406,169,21,399,82,419,291,326
3870185,Eaches,490,100,320,284,290,170,304,505,124,357,209,137
3870219,Eaches,9,373,506,190,456,595,505,263,436,533,566,722
3870326,Eaches,1,0,1,1,2,1,2,1,1,1,2,1
3870334,Eaches,10,7,5,8,1,2,9,0,9,0,1,6
3870342,Eaches,1,0,2,1,4,4,1,0,2,2,1,3
3870359,Eaches,1,0,0,0,1,1,1,1,0,0,1,0
3870375,Eaches,0,0,1,0,0,0,0,1,0,1,0,1
3870912,Eaches,40,144,442,544,613,318,109,549,59,271,113,603
3870920,Eaches,504,468,223,120,382,99,294,189,238,233,504,454
3870938,Eaches,507,478,502,420,294,332,89,183,447,390,2,269
3870953,Eaches,56,635,360,193,650,342,260,457,24,50,682,546
3870961,Eaches,214,251,106,253,3,251,8,69,33,174,275,306
3870979,Eaches,382,271,94,9,527,159,420,428,408,41,34,144
3870987,Eaches,395,50,113,417,496,227,270,282,42,371,402,91
3871027,Eaches,256,184,119,336,38,279,244,154,36,159,42,95
3871043,Eaches,322,304,263,85,276,187,227,109,193,220,183,333
3871266,Eaches,378,242,523,115,83,14,356,305,277,139,575,588
3871274,Eaches,199,306,158,59,155,91,373,65,192,227,62,5
3871282,Eaches,437,436,278,484,13,285,309,41,332,95,240,300
3871290,Eaches,47,483,5,347,476,412,224,406,475,529,335,15
3871308,Eaches,345,118,146,285,446,5,232,279,527,249,155,372
3871316,Eaches,502,460,142,209,540,129,331,337,165,242,110,606
3871324,Eaches,324,448,402,260,414,148,240,206,397,272,60,415
3871332,Eaches,545,321,804,267,286,577,289,700,483,10,391,500
3871340,Eaches,841,472,21,268,809,735,479,461,782,635,141,737
3871357,Eaches,576,241,315,249,183,300,16,472,135,320,180,325
3871365,Eaches,384,26,591,1119,1116,991,790,913,279,188,144,573
3871373,Eaches,531,17,237,258,537,29,241,53,151,114,572,272
3871399,Eaches,688,512,418,226,239,454,477,383,267,308,467,560
3871407,Eaches,24,354,3,435,77,184,470,216,374,434,358,21
3871423,Eaches,133,332,308,184,518,66,356,90,498,370,107,235
3872009,Eaches,3190,315,308,3532,1908,2977,3173,1518,431,32,3490,113
3872017,Eaches,457,890,6,79,95,454,997,281,479,963,391,502
3872025,Eaches,262,414,185,507,542,35,714,336,220,81,674,194
3872033,Eaches,180,44,19,42,173,69,140,43,188,49,59,92
3872041,Eaches,431,372,318,260,81,223,481,318,269,329,18,372
3872058,Eaches,21,217,38,80,210,310,306,84,200,191,243,179
3872066,Eaches,454,454,237,187,246,505,547,667,685,293,220,652
3872074,Eaches,446,791,701,524,325,223,50,445,482,505,156,287
3872082,Eaches,1428,490,376,1077,754,197,874,1572,2326,2145,2223,994
3872090,Eaches,120,770,908,996,386,264,254,468,848,1035,628,109
3872108,Eaches,523,221,84,331,401,389,197,107,106,621,291,202
3872116,Eaches,1013,28,1160,156,637,674,325,20,1290,1164,468,173
3872124,Eaches,111,460,572,503,638,661,260,104,2,345,344,363
3872132,Eaches,629,154,870,243,420,537,419,1141,50,31,272,147
3872140,Eaches,789,696,696,831,682,184,285,227,771,377,758,800
3872157,Eaches,852,275,448,239,702,892,459,212,7,746,624,64
3872165,Eaches,124,478,343,11,595,374,188,277,690,125,386,410
3872173,Eaches,222,678,600,246,444,458,475,644,752,294,117,755
3880036,Eaches,516,281,115,134,82,459,263,375,19,99,197,480
3880044,Eaches,269,468,235,64,453,401,438,168,274,153,442,509
3880051,Eaches,8,48,430,349,530,159,424,245,483,445,135,425
3880069,Eaches,32,154,164,25,259,177,364,378,323,371,113,244
3890475,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
3890476,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
3890478,Eaches,5645,6677,15090,17811,8680,13180,9270,13687,5354,3817,4916,9611
3890492,Eaches,176,39,161,115,85,118,48,121,25,94,128,110
3890493,Eaches,78,22,74,89,83,1,87,62,28,32,94,16
3890502,Eaches,23,192,152,360,231,419,3,433,307,340,456,409
3890521,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
3890581,Eaches,458,502,562,577,69,1671,2062,1753,505,1279,1670,444
3890892,Eaches,214,130,3484,3601,1803,4212,3018,3138,2113,1106,2287,2775
3890895,Eaches,2083,3116,767,3363,578,3447,1677,2399,2235,3086,515,96
3891348,Eaches,354,21,408,194,80,225,79,11,193,143,219,66
3893187,Eaches,1461,3,93,71,517,551,313,317,1434,834,371,255
4200010,Eaches,75,223,318,216,75,171,265,63,339,109,122,39
4200016,Eaches,474,16,33,487,245,7,110,377,230,341,118,516
4200017,Eaches,470,529,128,80,268,317,549,280,237,278,320,189
4200021,Eaches,311,251,367,48,416,355,162,392,427,212,405,283
4200022,Eaches,186,938,558,648,558,1182,646,1016,250,699,535,278
4200023,Eaches,298,273,132,372,78,405,117,438,92,513,385,700
4200028,Eaches,8,5,3,13,2,6,17,9,9,5,10,1
4200029,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
4200041,Eaches,4696,1049,197,2146,8738,9053,7279,3746,4975,4989,2474,4288
4200042,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
4200045,Eaches,293,254,317,270,205,151,273,137,212,339,80,307
4200047,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
4200048,Eaches,385,455,276,427,376,419,374,217,178,301,148,143
4200049,Eaches,57,417,398,9,172,207,336,228,266,349,368,316
4200050,Eaches,1,1,1,1,0,0,0,1,1,0,0,1
4200052,Eaches,229,52,216,68,46,10,36,367,134,313,45,318
4200066,Eaches,67,26,130,137,201,7,54,104,208,187,13,81
4200105,Eaches,2745,2995,2372,2715,306,1142,2584,620,1970,3237,114,2053
4200110,Eaches,201,677,2119,614,430,327,636,763,1333,226,1121,1526
4200121,Eaches,1676,95,21,2278,1236,1259,732,1459,274,1073,201,576
4200124,Eaches,310,831,846,853,544,751,747,395,819,809,500,380
4200125,Eaches,67,122,79,114,72,42,55,49,50,76,60,3
4200126,Eaches,22,407,78,35,462,334,426,184,392,106,259,304
4200128,Eaches,58,217,120,15,93,171,128,7,37,178,79,90
4200129,Eaches,129,524,462,409,414,413,452,79,238,229,443,305
4200130,Eaches,138,24,186,20,169,361,341,79,57,44,191,139
4200132,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
4200139,Eaches,152,213,88,135,241,138,132,111,9,157,197,16
4200147,Eaches,449,156,105,251,235,452,150,159,176,235,8,193
4200165,Eaches,1060,3245,1518,960,1769,3104,1423,2503,3501,971,1043,1765
4200172,Eaches,641,763,854,123,636,172,832,749,955,164,196,536
4200174,Eaches,1302,3576,6562,5370,817,541,951,846,114,1031,3992,3888
4200181,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
4200183,Eaches,15,87,215,5,10,86,217,22,168,22,18,220
4200185,Eaches,1104,778,121,590,190,824,541,37,260,538,642,636
4200186,Eaches,181,1558,375,737,1231,2211,1316,760,2343,882,239,352
4200187,Eaches,604,2502,1189,89,2737,352,1972,1572,120,4100,805,713
4200189,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
4200358,Eaches,430,172,1033,1052,162,1001,1040,737,442,320,887,671
4200366,Eaches,344,214,551,17,70,359,313,172,611,707,451,199
4200374,Eaches,405,50,261,135,575,719,536,572,386,823,59,40
4201513,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
4202222,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
4205217,Eaches,15996,9887,10514,27306,21264,9579,4320,26991,11082,13066,15727,1794
4205225,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
4210009,Eaches,2,15,234,505,62,512,269,291,450,71,465,44
4210026,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
4210060,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
4210066,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
4210101,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
4210111,Eaches,0,0,0,1,0,0,1,0,1,1,1,0
4210400,Eaches,830,648,556,705,448,645,670,28,801,693,13,74
4210401,Eaches,534,1642,1051,1754,750,2107,530,2073,888,2044,2063,257
4210422,Eaches,130,15,91,37,173,50,111,157,239,200,131,146
4210426,Eaches,119,227,272,128,27,313,54,30,126,133,44,313
4210429,Eaches,916,751,797,102,1056,527,511,423,670,898,615,767
4210438,Eaches,197,197,159,39,27,87,109,84,103,162,53,140
4210539,Eaches,569,24,262,55,90,559,328,281,549,667,85,630
4210540,Eaches,244,466,402,744,565,158,13,779,811,477,7,395
4210624,Eaches,11089,7613,3164,6285,12648,17544,10482,1138,2525,12960,11778,11369
4210625,Eaches,5528,310,648,3150,719,8407,3291,2207,5065,9922,5662,5538
4210626,Eaches,7436,1885,5088,4572,286,4206,5732,7004,1334,576,1637,1524
4210627,Eaches,7650,2998,5203,9614,3129,9899,1338,8576,5151,3209,6831,8184
4210628,Eaches,-1,-9,-3,-4,-3,-8,-7,-2,-4,-3,-6,-5
4210629,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
4210637,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
4210647,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
4210672,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
4210674,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
4210675,Eaches,310,3118,1559,3442,4713,87,4373,2800,2101,1213,4751,217
4210784,Eaches,784,875,284,463,663,623,223,24,789,700,1156,176
4210799,Eaches,1970,1160,1230,1756,1147,1548,1025,1282,848,1402,2465,1319
4210864,Eaches,268,496,422,164,37,189,125,146,528,57,296,280
4210866,Eaches,977,605,1454,1714,427,2128,1160,696,935,2092,2132,723
4210868,Eaches,568,1262,70,740,1117,225,1326,377,1130,306,594,1358
4210870,Eaches,835,768,264,2,929,584,92,245,705,727,1012,370
4210873,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
4210874,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
4210962,Eaches,1802,1839,3059,655,2337,487,249,2123,2981,524,1511,3079
4210967,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
4211092,Eaches,85,273,684,351,443,516,492,762,627,731,463,115
4211093,Eaches,528,2187,2096,673,294,2137,288,1800,349,301,2181,559
4211094,Eaches,232,494,165,222,269,3,217,474,101,386,80,6
4211355,Eaches,560,6007,1985,4290,8125,3229,8296,7717,1431,3420,2711,1107
4212916,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
4213062,Eaches,499,2173,1027,2159,1392,1273,1051,484,1176,593,1717,208
4213195,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
4214219,Eaches,1138,603,282,721,85,865,883,371,1095,187,727,642
4216107,Eaches,33,117,132,45,56,108,70,59,77,55,137,87
4216842,Eaches,2519,1791,1912,1830,366,2510,656,58,1624,38,644,1743
4216859,Eaches,2377,322,846,1658,2707,450,3052,339,1670,2508,2980,848
4216867,Eaches,1312,457,138,344,275,229,512,401,951,996,1359,547
4216875,Eaches,980,1451,1080,68,56,654,1237,224,1230,160,1444,895
4218731,Eaches,112,74,45,18,73,42,91,105,108,41,87,36
4219085,Eaches,1781,546,1847,1008,230,593,528,756,843,770,594,1795
4220008,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
4220011,Eaches,1200,1589,1053,1276,2152,505,1447,1745,683,599,372,230
4220012,Eaches,1069,1040,110,625,560,363,983,420,80,286,214,399
4220020,Eaches,1064,421,638,799,588,467,268,1075,413,680,768,989
4230019,Eaches,1786,1887,259,1257,1390,113,534,540,1616,853,1596,1846
4230059,Eaches,997,207,853,562,757,416,175,537,396,221,785,540
4230061,Eaches,490,503,21,101,422,321,276,126,319,100,78,548
4230067,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
4230069,Eaches,36,169,271,270,344,95,363,38,254,87,109,210
4230070,Eaches,239,105,149,252,275,142,185,284,66,82,141,286
4230071,Eaches,699,353,914,867,173,317,528,457,842,346,315,206
4230075,Eaches,377,149,523,540,209,473,127,220,262,93,142,145
4230078,Eaches,79,43,63,35,75,54,20,45,60,40,45,20
4230082,Eaches,252,32,376,808,600,506,509,91,124,489,475,629
4230140,Eaches,205,748,303,1152,983,623,1267,519,298,891,412,962
4230157,Eaches,302,553,957,303,1,878,166,350,19,341,978,21
4240003,Eaches,36,115,87,26,79,69,90,101,105,55,94,40
4240004,Eaches,92,151,98,110,47,105,43,85,67,6,11,58
4240005,Eaches,33,168,6,27,211,67,70,224,92,111,19,194
4240006,Eaches,45,70,60,7,2,36,32,49,33,58,66,59
4240007,Eaches,8,53,43,156,73,127,18,132,3,16,19,67
4240028,Eaches,25,22,82,31,74,43,7,34,80,29,24,78
4240206,Eaches,2449,144,1337,1815,2548,484,3111,1863,2084,2241,1246,2584
4240222,Eaches,2939,1044,2087,2024,422,2257,3411,1585,2182,1045,4087,2458
4240255,Eaches,2290,948,1330,230,2623,1824,1947,3107,1875,139,2903,1149
4250026,Eaches,342,835,253,348,867,975,1191,166,628,577,612,1166
4250028,Eaches,658,502,773,285,470,777,330,130,603,798,696,235
4250084,Eaches,0,-1,-1,0,-1,0,-1,-1,0,0,0,0
4250087,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
4250151,Eaches,641,663,684,428,1201,868,361,447,839,450,487,221
4250161,Eaches,161,360,310,45,1040,886,312,464,675,11,685,881
4250162,Eaches,1355,1129,1532,1328,1242,1125,526,1655,1389,1610,769,403
4251807,Eaches,1605,875,2535,3340,3305,833,1244,1225,314,1903,3399,3601
4251815,Eaches,477,44,283,450,189,311,814,559,166,416,78,496
4252235,Eaches,397,712,368,397,370,497,885,249,453,153,581,179
4252243,Eaches,490,108,424,128,224,396,231,298,26,468,395,10
4254025,Eaches,623,451,2819,228,2155,938,1650,2939,1257,547,1626,1741
4254033,Eaches,113,154,256,100,120,92,282,21,40,132,242,85
4270013,Eaches,444,391,57,306,463,333,17,165,32,261,90,484
4270014,Eaches,78,198,304,303,149,149,259,76,55,226,263,87
4270017,Eaches,9,522,768,110,93,578,898,908,129,494,595,219
4270018,Eaches,439,528,57,218,719,578,113,188,47,472,476,153
4270019,Eaches,128,54,396,341,43,314,564,100,564,471,230,529
4270020,Eaches,396,342,260,4,44,308,121,96,326,154,92,70
4270022,Eaches,613,183,124,147,225,520,11,98,659,426,632,183
4270024,Eaches,550,489,559,102,457,341,486,446,263,495,444,524
4270025,Eaches,4,448,337,382,123,358,12,399,342,260,58,107
4270027,Eaches,542,44,845,521,597,126,766,544,103,631,372,234
4270030,Eaches,274,126,426,397,171,455,218,94,311,42,484,330
4270031,Eaches,271,145,28,29,164,223,140,225,227,19,16,210
4270039,Eaches,1510,1289,382,976,1641,2023,211,452,89,1726,707,775
4270047,Eaches,1474,1456,1999,62,588,2299,1987,2374,837,2376,639,1512
4270073,Eaches,433,199,347,425,142,275,216,447,163,291,121,316
4270076,Eaches,183,72,63,34,20,81,63,53,112,179,6,37
4270077,Eaches,77,105,11,139,122,54,7,32,16,78,86,47
4270089,Eaches,157,217,12,526,623,444,263,75,584,74,237,473
4270090,Eaches,1126,227,528,1042,817,1145,1399,192,761,553,323,199
4270093,Eaches,52,156,185,582,444,247,174,277,487,123,555,159
4270094,Eaches,193,11,185,276,384,55,491,190,69,35,6,287
4270099,Eaches,1143,1216,362,1211,107,1413,1238,1246,512,1158,805,1199
4270100,Eaches,192,942,853,1168,16,242,321,590,626,409,502,307
4270101,Eaches,5430,4498,1187,2546,5427,1894,3425,834,2731,5011,3170,1557
4270102,Eaches,286,9,1046,1768,687,204,860,207,1338,1395,1329,824
4270107,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
4270116,Eaches,6,36,71,50,37,68,48,19,15,16,8,67
4270142,Eaches,1,1,1,0,0,1,1,1,0,0,0,1
4270160,Eaches,137,143,40,165,122,131,89,85,172,65,42,54
4270167,Eaches,1392,1544,160,1718,213,2135,2780,1188,2125,626,1736,2329
4270185,Eaches,139,330,320,447,186,492,386,1,87,73,136,184
4270191,Eaches,358,458,424,26,163,323,407,451,305,328,91,254
4270198,Eaches,133,25,373,27,107,415,265,276,178,310,271,409
4270209,Eaches,9,3,17,5,7,11,6,18,13,2,1,22
4270215,Eaches,28,23,25,13,8,2,14,2,25,6,24,11
4270232,Eaches,386,133,474,359,422,446,268,158,353,473,193,459
4270245,Eaches,115,54,118,84,69,20,16,25,74,38,13,59
4270252,Eaches,13,86,137,272,98,255,229,351,208,129,126,395
4270294,Eaches,127,207,722,395,450,99,628,555,739,8,348,159
4270328,Eaches,110,196,253,158,227,104,111,163,394,424,316,433
4270542,Eaches,219,30,574,778,562,3,568,31,29,359,435,739
4270666,Eaches,26,285,159,176,7,440,120,432,20,112,265,257
4271995,Eaches,43,49,566,66,242,110,16,528,305,532,216,295
4272282,Eaches,12,347,100,548,487,431,357,498,624,301,525,254
4272381,Eaches,103,217,53,269,367,28,122,630,126,110,47,31
4272506,Eaches,2,2,3,2,3,4,1,1,2,1,1,4
4272514,Eaches,73,620,882,164,1731,493,588,141,137,1430,399,1636
4272589,Eaches,273,306,60,402,385,108,209,133,40,353,100,61
4272621,Eaches,137,146,162,297,30,23,123,241,284,291,293,158
4272639,Eaches,25,221,351,392,571,304,298,159,291,413,71,500
4273488,Eaches,13,85,117,83,68,181,183,94,58,210,48,108
4279964,Eaches,8,17,348,384,390,414,72,9,37,236,23,103
4280035,Eaches,502,26,432,45,321,15,100,75,10,446,287,121
4280036,Eaches,43,54,52,76,137,6,157,4,35,121,76,76
4280037,Eaches,3,0,2,1,3,0,1,2,4,3,2,4
4490001,Eaches,220,170,55,3,91,195,233,167,130,219,113,224
4490017,Eaches,0,0,0,-1,0,-1,-1,-1,-1,0,-1,-1
4490020,Eaches,164,18,125,64,44,175,103,167,68,20,115,42
4490026,Eaches,64,84,33,96,36,104,18,86,12,56,83,39
4490027,Eaches,94,141,185,101,32,222,73,45,133,120,131,226
