SKU,UOM,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Avg,SKU,CategoryID,SKU,SupplierID
8014203,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8014203,400,Discontinued,16934
8014249,Eaches,0,10,2,7,4,1,3,4,7,2,4,1,3.75,8014249,380,Discontinued,989
8014659,Eaches,93,64,161,114,215,107,5,36,77,187,121,34,101.1666667,8014659,320,Active,16934
8015266,Eaches,1992,3408,7333,7499,6472,3996,5647,1051,2055,5070,3240,528,4024.25,8015266,320,Active,59403
8015685,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8015685,380,Discontinued,16934
8015845,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8015845,320,Discontinued,52070
8015872,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8015872,320,Discontinued,52070
8016210,Eaches,113,116,95,89,9,36,100,8,69,82,127,143,82.25,8016210,340,Active,1862
8016229,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8016229,340,Discontinued,1862
8016292,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8016292,200,Discontinued,30824
8016318,Eaches,139,163,201,25,95,44,195,163,298,77,13,72,123.75,8016318,200,Active,30824
8016327,Eaches,631,1067,277,125,1227,626,667,825,1286,450,63,541,648.75,8016327,200,Active,30824
8016363,Eaches,570,970,1371,789,334,727,196,634,319,9,229,1182,610.8333333,8016363,380,Active,95
8016372,Eaches,678,516,514,421,673,155,419,547,326,495,350,119,434.4166667,8016372,380,Active,95
8016381,Eaches,1171,802,1111,1978,692,1806,808,250,1150,1464,1694,801,1143.916667,8016381,380,Active,95
8016416,Eaches,85,64,378,23,197,211,229,218,108,186,190,37,160.5,8016416,330,Active,77135
8016489,Eaches,49,272,172,36,226,121,74,136,145,144,230,93,141.5,8016489,380,Active,95
8016498,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8016498,340,Discontinued,554
8016522,Eaches,14,24,167,381,49,143,25,286,64,135,82,37,117.25,8016522,380,Active,95
8016531,Eaches,409,102,608,319,395,365,157,229,610,529,429,462,384.5,8016531,380,Active,95
8016620,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8016620,420,Discontinued,88111
8016700,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8016700,400,Discontinued,16934
8016728,Eaches,104,142,68,121,38,181,78,168,131,32,148,67,106.5,8016728,400,Active,52070
8016737,Eaches,1487,2328,786,2217,1326,1500,841,1107,113,1115,215,578,1134.416667,8016737,400,Active,52070
8016791,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8016791,360,Discontinued,52070
8016844,Eaches,882,871,335,544,498,543,763,819,254,539,575,583,600.5,8016844,360,Active,16934
8016906,Eaches,117,64,58,89,134,213,113,115,184,141,51,190,122.4166667,8016906,360,Active,95
8016951,Eaches,165,996,933,775,786,272,551,1063,643,86,1054,710,669.5,8016951,370,Active,32025
8016997,Eaches,910,1418,1079,440,1015,176,1391,1022,987,973,959,204,881.1666667,8016997,370,Active,32025
8017004,Eaches,1158,252,432,386,1109,649,174,826,1398,453,635,708,681.6666667,8017004,370,Active,32025
8017013,Eaches,321,92,436,174,234,16,855,527,412,938,862,745,467.6666667,8017013,370,Active,32025
8017040,Eaches,404,273,217,266,307,268,319,414,448,411,246,401,331.1666667,8017040,370,Active,32025
8017184,Eaches,40,194,207,67,154,127,224,139,160,1,30,87,119.1666667,8017184,340,Active,1862
8017433,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8017433,340,Discontinued,554
8017549,Eaches,741,150,151,444,727,475,21,560,44,610,138,318,364.9166667,8017549,330,Active,51726
8017692,Eaches,84,87,6,130,126,60,115,11,8,35,47,90,66.58333333,8017692,370,Pre Active,1415
8017745,Eaches,111,128,129,32,48,131,55,95,90,92,47,134,91,8017745,370,Pre Active,37145
8017754,Eaches,53,214,17,66,54,79,166,70,167,159,113,234,116,8017754,370,Pre Active,37145
8017763,Eaches,257,111,176,358,243,476,307,60,21,239,37,308,216.0833333,8017763,370,Active,37145
8017772,Eaches,85,478,64,418,91,193,220,261,486,241,280,379,266.3333333,8017772,370,Active,37145
8017781,Eaches,130,113,112,54,86,102,180,28,97,74,205,171,112.6666667,8017781,370,Pre Active,1415
8017807,Eaches,437,176,12,325,58,191,240,161,310,508,133,183,227.8333333,8017807,370,Active,37145
8017852,Eaches,106,119,76,120,53,79,116,68,100,88,91,87,91.91666667,8017852,380,Active,824
8017861,Eaches,105,111,73,22,66,119,118,100,72,46,7,18,71.41666667,8017861,370,Pre Active,37145
8017870,Eaches,149,196,129,6,51,72,5,87,143,96,108,30,89.33333333,8017870,370,Pre Active,37145
8017987,Eaches,1603,3241,1637,995,2459,1554,526,2577,54,2727,1144,1202,1643.25,8017987,370,Active,37145
8017996,Eaches,2106,2197,4131,696,3791,3813,960,3301,4476,889,2882,1737,2581.583333,8017996,370,Active,37145
8018030,Eaches,2082,3450,1227,4319,2865,3661,5060,2675,1267,1703,3017,4305,2969.25,8018030,370,Active,37145
8018076,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8018076,370,Discontinued,37145
8018423,Eaches,65,92,57,32,84,11,101,28,13,41,68,94,57.16666667,8018423,370,Active,5446
8018441,Eaches,21,11,31,7,32,70,30,3,47,11,21,67,29.25,8018441,370,Active,5446
8018450,Eaches,16,40,21,63,101,9,61,63,77,4,106,84,53.75,8018450,370,Active,5446
8018478,Eaches,5,48,49,105,23,66,10,121,56,98,21,24,52.16666667,8018478,370,Active,5446
8018584,Eaches,931,594,1327,984,699,170,584,939,611,1199,775,59,739.3333333,8018584,360,Active,52070
8018619,Eaches,42,330,950,1115,304,404,478,891,690,867,992,890,662.75,8018619,360,Active,52070
8018753,Eaches,447,1233,1126,455,1137,924,615,823,210,855,577,1133,794.5833333,8018753,400,Active,16940
8018762,Eaches,734,348,527,2,738,66,842,356,881,331,259,92,431.3333333,8018762,400,Active,16940
8018771,Eaches,1742,1583,276,523,1716,638,80,529,980,1784,1679,347,989.75,8018771,400,Active,16940
8018806,Eaches,76,193,253,455,80,602,515,381,570,561,559,600,403.75,8018806,400,Active,16940
8018833,Eaches,49,35,17,28,11,11,13,20,13,4,7,12,18.33333333,8018833,400,Discontinued,16940
8019636,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8019636,330,Discontinued,52070
8019823,Eaches,157,30,124,150,97,180,9,64,121,178,107,81,108.1666667,8019823,340,Active,1862
8019921,Eaches,297,126,24,438,360,280,223,140,273,250,220,204,236.25,8019921,360,Active,52070
8019930,Eaches,495,578,343,425,17,481,239,454,264,63,681,118,346.5,8019930,330,Active,46533
8019958,Eaches,371,105,422,129,309,388,179,199,189,95,132,244,230.1666667,8019958,360,Active,52070
8020045,Eaches,1044,70,364,1118,981,681,660,292,1100,955,27,212,625.3333333,8020045,330,Active,46533
8020054,Eaches,427,339,482,902,346,503,703,183,507,505,1001,389,523.9166667,8020054,360,Active,52070
8020063,Eaches,0,508,30,41,540,38,126,32,381,283,194,271,203.6666667,8020063,360,Active,52070
8020072,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8020072,370,Discontinued,1678
8020198,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8020198,430,Discontinued,3801
8020358,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8020358,200,Discontinued,2745
8020429,Eaches,295,201,343,274,380,265,181,489,82,256,440,67,272.75,8020429,430,Active,3801
8020492,Eaches,706,1100,199,713,1156,45,786,621,108,646,48,820,579,8020492,430,Active,3801
8020633,Eaches,944,547,158,926,617,946,834,648,324,434,880,436,641.1666667,8020633,430,Active,3801
8020679,Eaches,763,273,850,851,813,160,61,212,447,340,94,859,476.9166667,8020679,430,Active,3801
8020697,Eaches,1256,293,301,722,217,115,1311,1178,1557,141,990,453,711.1666667,8020697,430,Active,3801
8020704,Eaches,1982,287,405,1961,1228,1062,1010,2310,849,1039,1869,2097,1341.583333,8020704,430,Active,3801
8020722,Eaches,1276,514,444,1063,2270,848,455,1082,705,1395,2311,2203,1213.833333,8020722,430,Active,3801
8020759,Eaches,15,258,776,414,942,83,902,1007,228,630,653,137,503.75,8020759,430,Active,3801
8020795,Eaches,625,1015,1001,261,454,200,1011,157,147,1006,361,76,526.1666667,8020795,320,Discontinued,52070
8020811,Eaches,2399,807,2935,2576,2215,2353,1209,1363,841,612,1253,1947,1709.166667,8020811,430,Active,3801
8020937,Eaches,226,2849,2069,877,1943,2952,87,3764,1022,3614,1550,2139,1924.333333,8020937,430,Active,3801
8020946,Eaches,152,822,591,777,533,421,904,44,147,384,482,835,507.6666667,8020946,430,Active,3801
8020973,Eaches,692,2019,1080,1511,1736,485,1084,1332,30,1533,514,513,1044.083333,8020973,430,Active,3801
8020982,Eaches,137,138,132,91,149,159,252,15,104,60,220,157,134.5,8020982,430,Active,3801
8021026,Eaches,45,539,179,487,197,133,575,371,401,623,652,130,361,8021026,430,Active,3801
8021053,Eaches,437,459,200,409,460,54,154,67,14,193,258,259,247,8021053,360,Active,52070
8021071,Eaches,649,343,673,13,780,640,885,667,794,195,392,778,567.4166667,8021071,360,Active,52070
8021188,Eaches,1114,597,1101,1281,1161,1196,598,1073,658,273,1376,221,887.4166667,8021188,340,Active,37145
8021197,Eaches,1909,1017,2670,1916,2560,172,1547,9,2700,1999,246,193,1411.5,8021197,340,Active,37145
8021213,Eaches,2216,413,218,2217,822,395,172,2286,606,1827,592,699,1038.583333,8021213,340,Active,37145
8021231,Eaches,54,1096,1145,834,1562,562,1593,1787,229,371,1107,478,901.5,8021231,340,Active,37145
8021259,Eaches,532,769,469,305,259,1087,155,822,1042,207,538,439,552,8021259,340,Active,37145
8021268,Eaches,1711,1608,849,1173,44,1630,257,1069,836,363,1495,339,947.8333333,8021268,340,Active,37145
8021277,Eaches,570,1690,890,123,1835,1436,740,993,2082,852,1130,1921,1188.5,8021277,340,Active,37145
8021286,Eaches,81,1274,1164,114,1241,396,53,689,1205,990,87,870,680.3333333,8021286,340,Active,37145
8021348,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8021348,360,Discontinued,52070
8021393,Eaches,1,23,13,22,37,16,39,14,39,11,5,8,19,8021393,410,Discontinued,3801
8021400,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8021400,340,Discontinued,52070
8021419,Eaches,1294,972,1417,1575,1858,734,1255,1458,840,1075,1440,477,1199.583333,8021419,420,Active,3801
8021473,Eaches,179,359,728,319,700,594,697,1083,674,1369,1808,994,792,8021473,430,Active,3801
8021534,Eaches,446,42,788,244,581,34,883,743,331,144,6,23,355.4166667,8021534,430,Active,3801
8021561,Eaches,458,169,621,648,43,31,374,368,293,380,515,171,339.25,8021561,330,Active,3801
8021598,Eaches,5155,6272,5995,9259,7522,6124,2981,14021,14895,9674,5514,1536,7412.333333,8021598,430,Active,3801
8021614,Eaches,2596,153,1427,2204,2635,880,3012,792,641,2920,724,1130,1592.833333,8021614,430,Active,3801
8021623,Eaches,2293,3041,3599,4553,30,820,2481,1209,4427,2637,3246,1830,2513.833333,8021623,430,Active,3801
8021696,Eaches,1839,105,965,1703,535,222,923,1728,1132,1728,688,899,1038.916667,8021696,430,Active,3801
8021721,Eaches,161,250,410,211,167,36,292,129,15,133,306,72,181.8333333,8021721,430,Active,3801
8021730,Eaches,652,1430,351,404,299,1450,157,960,687,995,1054,1259,808.1666667,8021730,430,Active,3801
8021767,Eaches,39,28,37,29,31,26,22,14,4,18,24,18,24.16666667,8021767,430,Discontinued,3801
8021810,Eaches,221,164,305,449,12,386,13,27,159,467,416,197,234.6666667,8021810,430,Active,3801
8021847,Eaches,729,168,674,209,160,570,5,419,20,39,283,93,280.75,8021847,430,Active,3801
8021865,Eaches,263,419,180,390,213,371,648,313,581,318,445,47,349,8021865,430,Active,3801
8021874,Eaches,62,315,325,193,49,158,79,50,166,206,226,135,163.6666667,8021874,430,Active,3801
8021892,Eaches,409,13,144,196,39,384,251,241,226,17,361,345,218.8333333,8021892,430,Active,3801
8022392,Eaches,152,228,280,129,194,135,291,164,24,148,258,198,183.4166667,8022392,330,Active,16934
8022418,Eaches,3371,630,113,1675,192,2577,3371,807,308,2917,1299,3015,1689.583333,8022418,200,Active,16934
8022891,Eaches,27,1,33,12,32,2,13,27,23,0,14,11,16.25,8022891,330,Active,16934
8023104,Eaches,368,395,220,227,269,183,69,15,382,281,278,88,231.25,8023104,360,Active,52070
8023462,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8023462,360,Discontinued,95
8023523,Eaches,480,673,814,249,603,473,142,783,808,86,10,41,430.1666667,8023523,410,Active,39436
8023532,Eaches,900,540,491,227,444,382,212,259,71,219,313,357,367.9166667,8023532,410,Active,39436
8023569,Eaches,37,46,30,29,32,53,14,40,12,16,38,14,30.08333333,8023569,200,Discontinued,95
8023630,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8023630,390,Discontinued,95
8023676,Eaches,62,9,9,54,78,66,6,34,62,83,82,88,52.75,8023676,400,Discontinued,30411
8023925,Eaches,345,693,432,1316,992,116,1176,795,1004,107,1334,433,728.5833333,8023925,370,Active,37145
8023952,Eaches,411,184,154,626,211,620,634,520,696,375,445,420,441.3333333,8023952,370,Active,37145
8023961,Eaches,146,109,63,156,121,44,215,198,148,89,212,104,133.75,8023961,370,Active,37145
8023989,Eaches,295,191,312,245,383,2,57,47,181,52,371,333,205.75,8023989,370,Active,37145
8023998,Eaches,41,28,45,32,70,64,16,34,64,10,43,73,43.33333333,8023998,370,Discontinued,37145
8024283,Eaches,204,107,314,233,134,9,286,37,189,233,213,12,164.25,8024283,360,Active,52070
8024318,Eaches,477,405,120,234,727,657,403,661,225,330,74,132,370.4166667,8024318,320,Pre Active,52070
8024407,Eaches,1915,1820,1756,773,827,1581,791,770,587,1742,1891,1908,1363.416667,8024407,330,Active,36830
8024461,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8024461,390,Discontinued,95
8024498,Eaches,517,583,426,753,711,183,701,425,762,165,785,356,530.5833333,8024498,330,Active,36781
8024853,Eaches,68,897,792,583,495,994,796,565,628,748,385,101,587.6666667,8024853,410,Active,1555
8024871,Eaches,125,11,83,141,114,46,53,18,98,27,96,136,79,8024871,380,Active,95
8024880,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8024880,380,Discontinued,95
8024899,Eaches,1100,600,39,814,568,896,540,543,183,436,1113,339,597.5833333,8024899,310,Active,1555
8024933,Eaches,93,203,692,616,488,445,106,551,265,684,326,476,412.0833333,8024933,310,Active,1555
8025120,Eaches,2,2,3,2,0,3,3,1,3,3,3,1,2.166666667,8025120,370,Discontinued,1717
8025237,Eaches,105,468,315,378,166,128,459,169,446,329,349,55,280.5833333,8025237,360,Active,51726
8025246,Eaches,334,196,39,151,248,209,285,19,12,375,302,69,186.5833333,8025246,360,Active,51726
8025291,Eaches,2,4,5,5,4,0,5,0,2,2,1,4,2.833333333,8025291,320,Discontinued,51726
8025308,Eaches,299,263,284,58,95,96,157,302,18,282,105,103,171.8333333,8025308,360,Active,16934
8025353,Eaches,1129,39,196,230,409,51,831,801,128,910,951,200,489.5833333,8025353,380,Active,51726
8025399,Eaches,144,197,65,22,127,177,208,176,137,33,15,4,108.75,8025399,360,Active,16940
8025521,Eaches,241,231,29,23,162,412,592,143,336,731,216,707,318.5833333,8025521,380,Active,95
8025816,Eaches,15,8,7,21,26,12,22,9,16,8,9,15,14,8025816,320,Discontinued,52070
8026156,Eaches,912,288,410,1594,873,569,796,183,1423,658,1350,194,770.8333333,8026156,340,Active,59403
8026218,Eaches,300,75,142,13,93,2,81,86,360,37,30,87,108.8333333,8026218,380,Active,52070
8026352,Eaches,267,2678,2724,149,898,3950,2366,3681,458,1326,454,102,1587.75,8026352,310,Active,1555
8026520,Eaches,1185,1125,705,953,678,995,110,142,889,1130,463,1182,796.4166667,8026520,380,Active,1692
8026575,Eaches,380,663,43,195,615,396,374,106,514,110,489,623,375.6666667,8026575,380,Active,1942
8026584,Eaches,62,73,198,46,169,167,220,306,43,224,232,314,171.1666667,8026584,380,Active,1942
8026593,Eaches,170,46,205,362,348,543,527,101,432,334,370,145,298.5833333,8026593,380,Active,1942
8026600,Eaches,653,828,96,401,62,790,486,444,232,57,73,416,378.1666667,8026600,380,Active,1942
8026708,Eaches,363,777,450,38,473,505,688,815,854,973,345,779,588.3333333,8026708,310,Active,1942
8026717,Eaches,149,220,48,296,18,279,106,43,217,66,117,292,154.25,8026717,320,Active,16934
8027155,Eaches,1371,330,1374,337,433,355,350,909,71,1471,1328,258,715.5833333,8027155,360,Active,52070
8027182,Eaches,552,529,21,415,670,512,27,97,388,719,603,593,427.1666667,8027182,360,Active,52070
8027208,Eaches,47,120,10,23,107,134,72,148,6,66,137,135,83.75,8027208,380,Active,1323
8027262,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8027262,340,Discontinued,726
8027280,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8027280,320,Discontinued,51726
8027663,Eaches,801,3537,56,1584,1299,1519,1971,2958,3356,2592,1179,3563,2034.583333,8027663,310,Active,1555
8027681,Eaches,23,753,1273,1661,1381,806,666,101,233,1060,1677,575,850.75,8027681,310,Active,1555
8027707,Eaches,26,558,387,567,851,157,339,862,447,520,138,608,455,8027707,310,Active,1555
8027743,Eaches,2900,3141,2135,3560,1288,711,239,3158,2005,605,2118,192,1837.666667,8027743,310,Active,1555
8027752,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8027752,310,Discontinued,1555
8027789,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8027789,310,Discontinued,1555
8027798,Eaches,69,557,1202,38,975,235,1095,32,92,1217,9,1230,562.5833333,8027798,310,Active,1555
8027814,Eaches,539,541,551,212,62,354,507,469,138,158,53,248,319.3333333,8027814,310,Active,1555
8028449,Eaches,15,19,4,10,26,4,3,23,9,30,27,9,14.91666667,8028449,610,Active,1952
8028485,Eaches,17,7,18,11,4,9,3,13,10,18,4,12,10.5,8028485,610,Active,1952
8028528,Eaches,6,27,21,39,36,35,12,22,24,4,36,37,24.91666667,8028528,610,Active,1952
8028591,Eaches,30,7,24,9,12,12,31,33,13,18,35,25,20.75,8028591,610,Active,1952
8028662,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8028662,410,Discontinued,52070
8028724,Eaches,1,1,0,0,0,0,1,0,1,0,0,1,0.416666667,8028724,380,Discontinued,828
8029091,Eaches,942,168,864,1215,169,1015,347,874,292,818,166,44,576.1666667,8029091,200,Active,30824
8029117,Eaches,225,403,825,153,383,917,144,265,353,929,21,905,460.25,8029117,200,Active,30824
8029153,Eaches,227,25,113,142,185,211,217,168,202,106,130,290,168,8029153,200,Active,30824
8029162,Eaches,360,18,853,577,638,380,204,368,445,219,767,404,436.0833333,8029162,200,Active,30824
8029180,Eaches,0,1,0,0,1,1,1,0,1,1,0,0,0.5,8029180,340,Discontinued,67405
8029251,Eaches,1,3,1,2,1,3,6,3,4,5,3,4,3,8029251,700,Discontinued,2075
8029395,Eaches,0,6,7,3,7,7,9,5,11,2,5,0,5.166666667,8029395,370,Discontinued,1052
8029493,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8029493,370,Discontinued,1052
8029545,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8029545,370,Discontinued,1052
8029607,Eaches,2,0,4,2,1,1,3,4,3,1,1,1,1.916666667,8029607,370,Discontinued,1052
8029634,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8029634,370,Discontinued,1052
8030640,Eaches,47,127,174,218,76,112,50,152,152,233,214,82,136.4166667,8030640,390,Active,52070
8030784,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8030784,360,Discontinued,66000
8030828,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8030828,360,Discontinued,66000
8030837,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8030837,360,Discontinued,66000
8030846,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8030846,360,Discontinued,66000
8030962,Eaches,331,151,521,284,72,137,377,45,38,387,437,532,276,8030962,400,Active,16934
8030980,Eaches,279,412,31,389,102,209,251,404,241,144,142,189,232.75,8030980,400,Active,16934
8031006,Eaches,248,156,342,60,48,102,248,244,6,245,277,284,188.3333333,8031006,400,Active,16934
8031015,Eaches,98,460,178,221,99,124,429,432,268,459,381,333,290.1666667,8031015,400,Active,16934
8031220,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8031220,360,Discontinued,52070
8031319,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8031319,360,Discontinued,52070
8031408,Eaches,141,33,153,65,59,6,51,43,68,49,7,60,61.25,8031408,360,Active,52070
8031426,Eaches,194,171,501,527,386,484,419,357,64,296,349,517,355.4166667,8031426,360,Active,52070
8031435,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8031435,360,Discontinued,52070
8031532,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8031532,360,Discontinued,52070
8031863,Eaches,25,20,14,13,10,17,1,25,24,23,11,29,17.66666667,8031863,370,Pre Active,3265
8032278,Eaches,872,564,1072,371,1588,901,1382,173,1485,710,1537,1967,1051.833333,8032278,330,Active,1515
8032345,Eaches,370,327,203,45,498,293,369,433,89,333,677,93,310.8333333,8032345,370,Active,32025
8032434,Eaches,854,543,992,413,245,312,978,937,1022,784,1156,956,766,8032434,340,Active,1977
8032443,Eaches,333,152,1044,683,269,170,899,793,876,216,24,266,477.0833333,8032443,340,Active,1977
8032452,Eaches,179,184,509,192,434,79,279,288,312,494,259,84,274.4166667,8032452,340,Active,1977
8032461,Eaches,49,43,66,67,32,11,58,49,10,26,39,51,41.75,8032461,700,Active,1977
8032470,Eaches,646,161,812,249,414,388,261,133,329,704,464,422,415.25,8032470,340,Active,1977
8032498,Eaches,675,329,239,779,498,49,393,1013,605,497,543,328,495.6666667,8032498,340,Active,1977
8032513,Eaches,675,874,489,46,801,549,559,880,428,839,232,1036,617.3333333,8032513,340,Active,1977
8032522,Eaches,401,1013,694,1195,458,1054,56,1305,283,329,1617,1631,836.3333333,8032522,340,Active,1977
8032531,Eaches,826,687,1110,125,555,160,350,85,922,888,483,99,524.1666667,8032531,340,Active,1977
8032540,Eaches,120,325,560,952,1350,370,1350,644,767,1076,257,1304,756.25,8032540,340,Active,1977
8032559,Eaches,1047,1043,1957,1120,1356,300,76,1789,1096,1594,319,1092,1065.75,8032559,340,Active,1977
8032657,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8032657,200,Discontinued,2745
8032791,Eaches,21,13,8,20,15,10,17,11,16,8,9,6,12.83333333,8032791,370,Discontinued,37145
8032831,Eaches,277,1181,3799,1364,3015,222,2643,2696,119,2874,2367,117,1722.833333,8032831,380,Active,824
8032849,Eaches,2851,1580,3036,2994,1943,458,3950,3012,111,3267,2017,191,2117.5,8032849,380,Active,824
8032856,Eaches,599,1178,2891,1960,2711,203,2256,625,2959,506,1671,1533,1591,8032856,380,Active,824
8032864,Eaches,1415,61,785,1110,1121,1119,1483,1418,96,56,1124,103,824.25,8032864,380,Active,824
8032915,Eaches,598,408,371,34,418,414,623,254,448,268,138,511,373.75,8032915,390,Active,1260
8033243,Eaches,38,72,74,66,25,18,21,55,40,65,77,79,52.5,8033243,700,Discontinued,5452
8033371,Eaches,1,1,0,1,0,0,1,1,0,0,1,1,0.583333333,8033371,370,Discontinued,1974
8033594,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8033594,400,Discontinued,16940
8033601,Eaches,150,262,363,217,106,105,135,172,345,165,183,204,200.5833333,8033601,400,Active,16940
8033610,Eaches,96,204,153,18,280,83,71,237,23,210,125,72,131,8033610,400,Active,16940
8033647,Eaches,292,184,217,12,164,207,278,99,85,86,185,177,165.5,8033647,400,Active,16940
8033656,Eaches,50,334,201,97,284,208,158,90,72,316,38,246,174.5,8033656,400,Active,16940
8033665,Eaches,119,247,232,170,278,204,182,209,54,240,237,318,207.5,8033665,400,Active,16940
8033674,Eaches,830,199,480,768,720,2,418,300,841,4,31,557,429.1666667,8033674,400,Active,16940
8033709,Eaches,297,403,71,379,566,425,111,406,548,416,229,386,353.0833333,8033709,400,Active,16940
8033714,Eaches,5856,2139,153,200,2298,4613,1950,3535,1459,495,2403,5017,2509.833333,8033714,340,Active,45299
8033718,Eaches,80,492,3,233,4,317,460,283,301,497,489,35,266.1666667,8033718,400,Active,16940
8033722,Eaches,345,29,63,22,173,1,221,36,92,300,144,50,123,8033722,440,Active,35160
8033727,Eaches,67,289,281,416,477,16,45,358,450,389,185,490,288.5833333,8033727,400,Active,16940
8033730,Eaches,161,377,155,56,306,344,378,209,150,175,138,5,204.5,8033730,440,Active,35160
8033745,Eaches,119,496,265,40,199,506,339,191,301,88,112,261,243.0833333,8033745,400,Active,16940
8033748,Eaches,140,369,115,326,67,288,167,127,8,353,141,83,182,8033748,440,Active,35160
8033755,Eaches,256,323,74,241,35,166,223,105,159,92,3,143,151.6666667,8033755,440,Active,35160
8033763,Eaches,13,21,37,340,313,349,51,108,258,150,302,211,179.4166667,8033763,400,Active,16940
8033771,Eaches,89,210,283,195,77,299,151,191,80,155,320,82,177.6666667,8033771,440,Active,35160
8033789,Eaches,274,137,297,263,177,12,220,246,252,111,246,134,197.4166667,8033789,440,Active,35160
8033797,Eaches,44,384,91,89,210,172,188,28,157,300,224,322,184.0833333,8033797,440,Active,35160
8033805,Eaches,44,5,69,332,271,299,51,337,352,34,338,272,200.3333333,8033805,440,Active,35160
8033813,Eaches,72,122,215,74,172,77,93,186,151,205,158,181,142.1666667,8033813,440,Active,35160
8033821,Eaches,61,84,114,172,210,58,189,2,15,67,30,20,85.16666667,8033821,440,Active,35160
8033839,Eaches,61,150,229,124,191,47,125,127,70,81,169,107,123.4166667,8033839,440,Active,35160
8033862,Eaches,169,127,141,118,47,177,18,17,153,127,98,188,115,8033862,440,Active,35160
8033888,Eaches,99,134,77,99,81,40,170,126,162,62,170,88,109,8033888,440,Active,35160
8033896,Eaches,102,82,110,54,154,108,80,142,49,83,89,27,90,8033896,440,Active,35160
8034012,Eaches,663,112,675,552,565,543,216,185,319,125,294,307,379.6666667,8034012,330,Active,59403
8034035,Eaches,230,735,823,272,746,863,98,130,380,632,569,881,529.9166667,8034035,380,Active,824
8034100,Eaches,163,172,411,337,25,157,119,307,37,215,151,123,184.75,8034100,360,Active,52070
8034118,Eaches,57,465,128,120,347,115,224,206,35,337,409,295,228.1666667,8034118,360,Active,52070
8034126,Eaches,217,23,74,62,287,35,65,500,191,130,210,177,164.25,8034126,360,Active,52070
8034134,Eaches,140,92,103,286,56,167,105,208,4,23,303,230,143.0833333,8034134,360,Active,52070
8034142,Eaches,109,259,524,40,413,446,277,510,380,33,245,418,304.5,8034142,360,Active,52070
8034159,Eaches,108,513,283,85,463,189,592,516,151,594,172,489,346.25,8034159,360,Active,52070
8034167,Eaches,202,16,32,240,116,138,72,209,204,55,122,6,117.6666667,8034167,360,Active,52070
8034175,Eaches,225,39,27,381,269,118,252,366,84,196,336,182,206.25,8034175,360,Active,52070
8034191,Eaches,127,175,14,296,297,157,378,273,145,95,253,76,190.5,8034191,360,Active,52070
8034217,Eaches,90,131,20,89,87,21,124,353,93,372,29,258,138.9166667,8034217,360,Active,52070
8034225,Eaches,364,159,352,207,202,193,76,93,240,340,349,182,229.75,8034225,360,Active,52070
8034233,Eaches,446,308,57,179,231,100,254,1,498,80,355,3,209.3333333,8034233,360,Active,52070
8034258,Eaches,334,144,39,250,441,95,43,244,485,486,253,46,238.3333333,8034258,360,Active,52070
